,0,1,2,3
0,"[158.81 160.08 161.06 155.32 157.48 159.85 161.6  160.95 157.86 157.5
 157.21 159.78 159.98 159.27 159.86 161.47 162.91 163.35 164.   164.05
 162.08 161.91 161.26 158.63 161.5  160.86 159.65 158.28 159.88 158.67
 158.73 156.07 153.39 151.89 150.55 153.14 154.23 153.28 154.12 153.81
 154.48 153.48 155.39 155.3  155.84 155.9  156.55 156.   156.99 159.88
 160.47 159.76 155.98 156.25 156.17 157.1  156.41 157.41 163.05 166.72
 169.04 166.89 168.11 172.5  174.25 174.81 176.24 175.88 174.67 173.97
 171.34 169.08 171.1  170.15 169.98 173.14 174.96 174.97 174.09 173.07
 169.48 171.85 171.05 169.8  169.64 169.01 169.32 169.37 172.67 171.7
 172.27 172.22 173.97 176.42 174.54 174.35 175.01 175.01 170.57 170.6
 171.08 169.23 172.26 172.23 173.03 175.   174.35 174.33 174.29 175.28
 177.09 176.19 179.1  179.26 178.46 177.   177.04 174.22 171.11 171.51
 167.96 166.97 167.43 167.78]","[array([157.84685], dtype=float32), array([158.94414], dtype=float32), array([159.37166], dtype=float32), array([155.3469], dtype=float32), array([156.96791], dtype=float32), array([159.37393], dtype=float32), array([160.66594], dtype=float32), array([160.1609], dtype=float32), array([157.81512], dtype=float32), array([157.60991], dtype=float32), array([157.13972], dtype=float32), array([159.75188], dtype=float32), array([159.48541], dtype=float32), array([159.55171], dtype=float32), array([160.16039], dtype=float32), array([161.19493], dtype=float32), array([162.3403], dtype=float32), array([162.5303], dtype=float32), array([163.25803], dtype=float32), array([163.56555], dtype=float32), array([162.09126], dtype=float32), array([161.84029], dtype=float32), array([161.3855], dtype=float32), array([159.16301], dtype=float32), array([161.18585], dtype=float32), array([160.91835], dtype=float32), array([159.79861], dtype=float32), array([158.50716], dtype=float32), array([159.90717], dtype=float32), array([159.11711], dtype=float32), array([159.12689], dtype=float32), array([157.26208], dtype=float32), array([155.64848], dtype=float32), array([154.08981], dtype=float32), array([152.99283], dtype=float32), array([154.23636], dtype=float32), array([155.00128], dtype=float32), array([154.0673], dtype=float32), array([154.57758], dtype=float32), array([154.16867], dtype=float32), array([154.94504], dtype=float32), array([154.14595], dtype=float32), array([155.42622], dtype=float32), array([155.47673], dtype=float32), array([155.86548], dtype=float32), array([155.76706], dtype=float32), array([156.47214], dtype=float32), array([155.9256], dtype=float32), array([156.80994], dtype=float32), array([158.96756], dtype=float32), array([159.51291], dtype=float32), array([159.00456], dtype=float32), array([156.19818], dtype=float32), array([156.20506], dtype=float32), array([156.08528], dtype=float32), array([156.82077], dtype=float32), array([156.27171], dtype=float32), array([157.29327], dtype=float32), array([161.23616], dtype=float32), array([163.71805], dtype=float32), array([165.79913], dtype=float32), array([165.47183], dtype=float32), array([166.8546], dtype=float32), array([169.67972], dtype=float32), array([171.33415], dtype=float32), array([172.33789], dtype=float32), array([173.86897], dtype=float32), array([174.27925], dtype=float32), array([173.54425], dtype=float32), array([172.86249], dtype=float32), array([170.9172], dtype=float32), array([168.95302], dtype=float32), array([171.08488], dtype=float32), array([170.0313], dtype=float32), array([169.97171], dtype=float32), array([172.93483], dtype=float32), array([174.88509], dtype=float32), array([174.82726], dtype=float32), array([174.11761], dtype=float32), array([172.97783], dtype=float32), array([170.4176], dtype=float32), array([171.73932], dtype=float32), array([171.35886], dtype=float32), array([170.0804], dtype=float32), array([170.06674], dtype=float32), array([169.50595], dtype=float32), array([169.63907], dtype=float32), array([169.71606], dtype=float32), array([172.43922], dtype=float32), array([171.94261], dtype=float32), array([172.26779], dtype=float32), array([172.20671], dtype=float32), array([173.59256], dtype=float32), array([175.47765], dtype=float32), array([174.36668], dtype=float32), array([174.20189], dtype=float32), array([174.67969], dtype=float32), array([174.7552], dtype=float32), array([171.13873], dtype=float32), array([170.79704], dtype=float32), array([171.21472], dtype=float32), array([169.79381], dtype=float32), array([171.59875], dtype=float32), array([172.26317], dtype=float32), array([173.02304], dtype=float32), array([174.7453], dtype=float32), array([174.22528], dtype=float32), array([174.1041], dtype=float32), array([174.19547], dtype=float32), array([174.86899], dtype=float32), array([176.40152], dtype=float32), array([175.94276], dtype=float32), array([178.0411], dtype=float32), array([178.52666], dtype=float32), array([178.16574], dtype=float32), array([176.82008], dtype=float32), array([176.98038], dtype=float32), array([174.48914], dtype=float32), array([171.98279], dtype=float32), array([171.9064], dtype=float32), array([169.6491], dtype=float32), array([168.57628], dtype=float32), array([168.79596], dtype=float32), array([168.88338], dtype=float32)]","[array([156.59108], dtype=float32), array([158.62157], dtype=float32), array([158.6937], dtype=float32), array([157.27928], dtype=float32), array([157.07861], dtype=float32), array([156.84184], dtype=float32), array([158.03856], dtype=float32), array([158.21675], dtype=float32), array([158.60294], dtype=float32), array([158.337], dtype=float32), array([155.83493], dtype=float32), array([156.25038], dtype=float32), array([157.12291], dtype=float32), array([157.77652], dtype=float32), array([160.40532], dtype=float32), array([159.76022], dtype=float32), array([158.52182], dtype=float32), array([159.99835], dtype=float32), array([161.2781], dtype=float32), array([161.70921], dtype=float32), array([162.49077], dtype=float32), array([161.96394], dtype=float32), array([161.10098], dtype=float32), array([161.13074], dtype=float32), array([161.01517], dtype=float32), array([160.4305], dtype=float32), array([160.78899], dtype=float32), array([160.83351], dtype=float32), array([160.5256], dtype=float32), array([159.87854], dtype=float32), array([160.1093], dtype=float32), array([158.51573], dtype=float32), array([156.89781], dtype=float32), array([154.2447], dtype=float32), array([152.92569], dtype=float32), array([152.10172], dtype=float32), array([155.27574], dtype=float32), array([153.70418], dtype=float32), array([155.67847], dtype=float32), array([154.7551], dtype=float32), array([155.0354], dtype=float32), array([154.82759], dtype=float32), array([155.3111], dtype=float32), array([155.81502], dtype=float32), array([156.8488], dtype=float32), array([156.00616], dtype=float32), array([155.74109], dtype=float32), array([155.25024], dtype=float32), array([156.53236], dtype=float32), array([156.90012], dtype=float32), array([158.03317], dtype=float32), array([159.11409], dtype=float32), array([158.92183], dtype=float32), array([157.64574], dtype=float32), array([157.04909], dtype=float32), array([157.0765], dtype=float32), array([155.83522], dtype=float32), array([155.85419], dtype=float32), array([159.26886], dtype=float32), array([162.1582], dtype=float32), array([166.40898], dtype=float32), array([168.39742], dtype=float32), array([166.65448], dtype=float32), array([168.68445], dtype=float32), array([171.4151], dtype=float32), array([172.97786], dtype=float32), array([174.5632], dtype=float32), array([175.70699], dtype=float32), array([173.2824], dtype=float32), array([173.07463], dtype=float32), array([171.60822], dtype=float32), array([171.42703], dtype=float32), array([171.47336], dtype=float32), array([169.70493], dtype=float32), array([170.352], dtype=float32), array([170.5988], dtype=float32), array([174.66893], dtype=float32), array([172.9348], dtype=float32), array([173.65921], dtype=float32), array([173.44829], dtype=float32), array([172.3274], dtype=float32), array([172.17723], dtype=float32), array([172.4453], dtype=float32), array([172.10167], dtype=float32), array([171.76791], dtype=float32), array([171.18591], dtype=float32), array([170.23172], dtype=float32), array([170.06133], dtype=float32), array([170.94308], dtype=float32), array([172.36209], dtype=float32), array([172.14243], dtype=float32), array([173.26784], dtype=float32), array([172.14993], dtype=float32), array([172.22675], dtype=float32), array([174.38959], dtype=float32), array([174.23969], dtype=float32), array([174.10986], dtype=float32), array([173.93936], dtype=float32), array([174.06238], dtype=float32), array([172.86705], dtype=float32), array([171.9944], dtype=float32), array([171.65955], dtype=float32), array([169.82155], dtype=float32), array([171.63023], dtype=float32), array([172.21526], dtype=float32), array([172.79088], dtype=float32), array([173.36076], dtype=float32), array([173.246], dtype=float32), array([173.40111], dtype=float32), array([173.9064], dtype=float32), array([174.4105], dtype=float32), array([175.82582], dtype=float32), array([175.81625], dtype=float32), array([177.79146], dtype=float32), array([177.26593], dtype=float32), array([177.67503], dtype=float32), array([177.42224], dtype=float32), array([176.44771], dtype=float32), array([175.79475], dtype=float32), array([174.03218], dtype=float32), array([172.00665], dtype=float32), array([168.84624], dtype=float32), array([166.88269], dtype=float32), array([168.35217], dtype=float32)]","[array([157.87094], dtype=float32), array([158.94707], dtype=float32), array([159.91063], dtype=float32), array([155.2847], dtype=float32), array([157.34042], dtype=float32), array([159.34663], dtype=float32), array([160.83173], dtype=float32), array([160.39288], dtype=float32), array([157.58572], dtype=float32), array([157.24402], dtype=float32), array([156.95105], dtype=float32), array([159.46442], dtype=float32), array([159.69754], dtype=float32), array([159.09277], dtype=float32), array([159.65742], dtype=float32), array([161.0588], dtype=float32), array([162.29562], dtype=float32), array([162.74603], dtype=float32), array([163.39572], dtype=float32), array([163.58366], dtype=float32), array([161.99316], dtype=float32), array([161.88223], dtype=float32), array([161.27277], dtype=float32), array([158.73076], dtype=float32), array([161.476], dtype=float32), array([160.82657], dtype=float32), array([159.67737], dtype=float32), array([158.43591], dtype=float32), array([159.87608], dtype=float32), array([158.74413], dtype=float32), array([158.74588], dtype=float32), array([156.70403], dtype=float32), array([154.96419], dtype=float32), array([153.53825], dtype=float32), array([152.17952], dtype=float32), array([153.49783], dtype=float32), array([154.44102], dtype=float32), array([153.5074], dtype=float32), array([154.20564], dtype=float32), array([153.85785], dtype=float32), array([154.4876], dtype=float32), array([153.52727], dtype=float32), array([155.36966], dtype=float32), array([155.23141], dtype=float32), array([155.76381], dtype=float32), array([155.84343], dtype=float32), array([156.50519], dtype=float32), array([155.9831], dtype=float32), array([156.98376], dtype=float32), array([159.27423], dtype=float32), array([159.79898], dtype=float32), array([159.36598], dtype=float32), array([156.17024], dtype=float32), array([156.4147], dtype=float32), array([156.26434], dtype=float32), array([157.15782], dtype=float32), array([156.46774], dtype=float32), array([157.42822], dtype=float32), array([161.51736], dtype=float32), array([163.82782], dtype=float32), array([166.0707], dtype=float32), array([165.9204], dtype=float32), array([166.96448], dtype=float32), array([170.18483], dtype=float32), array([172.0702], dtype=float32), array([173.16034], dtype=float32), array([174.63579], dtype=float32), array([174.72826], dtype=float32), array([173.92561], dtype=float32), array([173.39963], dtype=float32), array([171.01875], dtype=float32), array([168.90775], dtype=float32), array([170.91226], dtype=float32), array([170.00076], dtype=float32), array([169.91434], dtype=float32), array([172.98671], dtype=float32), array([174.71408], dtype=float32), array([174.75092], dtype=float32), array([174.05595], dtype=float32), array([173.19362], dtype=float32), array([169.68906], dtype=float32), array([171.76318], dtype=float32), array([170.93132], dtype=float32), array([169.95866], dtype=float32), array([169.80902], dtype=float32), array([169.20949], dtype=float32), array([169.41527], dtype=float32), array([169.43005], dtype=float32), array([172.59755], dtype=float32), array([171.65154], dtype=float32), array([172.22296], dtype=float32), array([172.16614], dtype=float32), array([173.84987], dtype=float32), array([175.77425], dtype=float32), array([174.43564], dtype=float32), array([174.25833], dtype=float32), array([174.90633], dtype=float32), array([174.93237], dtype=float32), array([170.7443], dtype=float32), array([170.67683], dtype=float32), array([171.11682], dtype=float32), array([169.40446], dtype=float32), array([172.22891], dtype=float32), array([172.24155], dtype=float32), array([173.05623], dtype=float32), array([174.97217], dtype=float32), array([174.42697], dtype=float32), array([174.3558], dtype=float32), array([174.2857], dtype=float32), array([175.24309], dtype=float32), array([176.74872], dtype=float32), array([176.07712], dtype=float32), array([178.35353], dtype=float32), array([178.70703], dtype=float32), array([178.22601], dtype=float32), array([177.01567], dtype=float32), array([177.06029], dtype=float32), array([174.29787], dtype=float32), array([171.42995], dtype=float32), array([171.74646], dtype=float32), array([168.95026], dtype=float32), array([168.04195], dtype=float32), array([168.18488], dtype=float32), array([168.27487], dtype=float32)]"
1,"[ 945.75  944.19  940.08  923.59  930.09  938.93  938.08  944.27  927.66
  926.18  920.87  940.4   942.58  936.89  930.5   928.13  935.75  943.63
  955.24  951.99  941.48  942.02  949.89  941.41  943.29  946.65  950.44
  940.13  935.29  929.75  936.86  947.54  947.55  943.26  934.28  937.43
  959.9   964.81  973.72  967.47  972.08  966.78  985.19  993.64  992.31
  987.8  1005.65 1005.65 1007.87 1009.35 1011.   1012.74 1001.84 1005.07
  985.54  988.49  991.46  991.42 1033.67 1033.13 1033.04 1042.6  1042.97
 1049.99 1042.68 1052.39 1058.29 1047.72 1044.15 1041.2  1041.64 1036.41
 1048.47 1035.89 1034.66 1050.3  1051.92 1056.52 1072.01 1063.29 1037.38
 1036.17 1025.07 1011.87 1019.6  1032.72 1044.57 1049.38 1051.97 1048.77
 1051.39 1057.47 1072.   1085.09 1079.78 1073.56 1070.85 1068.86 1065.85
 1060.2  1055.95 1053.4  1073.21 1091.52 1095.76 1110.29 1114.21 1112.79
 1110.14 1112.05 1130.65 1130.7  1139.1  1135.97 1143.5  1164.16 1176.17
